Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg)
2,Panruti,CO_43,clay,56,27.6,wet,41,2,90,4,57.83,23.92,33,1397,19.0,21.1,185.6,272.5,165.8,251.3,60.2,64.8,19.4,35,17.3,31,16.7,32.4,17.5,32.7,4,11,5,11,SW,NE,NNE,W,80.7,92,86,81,190,14453
4,Chinnasalem,CO_43,alluvial,102,48.3,wet,79,4,162,7,108.61,43.96,60,2341,18.2,21.8,185.9,272.1,166.1,250.8,60.3,64.7,19.6,32,16.6,30,16.6,33.6,15.7,33.9,9,10,9,11,SSE,ENE,SW,NW,74.2,86,87,85,345,23667
3,Kurinjipadi,delux ponni,clay,81,42.1,wet,67,3,137,7,101.49,32.94,53,1954,19.0,20.8,186.2,271.7,166.4,250.6,60.7,64.3,19.3,34,18.1,34,16.5,33.0,16.7,30.9,9,6,8,7,NW,S,SE,SSE,69.1,91,86,84,327,21202
4,Cuddalore,ponmani,alluvial,110,51.7,dry,90,4,174,8,115.87,44.92,65,2635,18.9,21.1,186.7,271.5,166.5,250.4,60.6,64.4,19.4,33,16.8,30,16.5,32.2,16.2,33.3,6,10,8,10,SW,W,SW,WSW,73.8,83,86,84,412,24848
4,Panruti,delux ponni,clay,96,47.3,dry,80,4,165,8,107.22,44.93,59,2392,18.4,21.6,185.3,272.7,165.4,251.6,60.0,65.0,19.2,34,17.1,32,16.4,32.8,16.7,32.4,5,10,5,10,ENE,NE,NNE,W,85.0,94,84,82,354,24356
3,Kallakurichi,CO_43,clay,67,33.9,wet,56,3,101,5,69.31,26.63,40,1507,18.6,21.4,185.7,272.4,165.8,251.2,60.2,64.8,18.8,32,16.7,32,16.1,32.2,15.7,32.5,7,7,8,7,W,ENE,SE,NNW,81.9,88,85,85,243,16522
4,Sankarapuram,CO_43,clay,91,41.2,wet,75,3,153,7,101.78,37.26,57,2082,18.3,21.8,185.5,272.6,165.7,251.4,60.1,64.9,19.8,33,16.9,29,17.3,33.3,16.0,33.8,9,10,9,10,NW,W,SW,NW,82.0,92,83,82,251,19923
4,Chinnasalem,CO_43,clay,102,50.6,wet,82,4,151,8,107.76,40.57,58,2479,18.4,21.6,186.2,271.9,166.3,250.7,60.5,64.6,18.7,32,16.9,33,16.0,32.8,15.7,31.9,8,6,8,8,W,ENE,SE,NNW,73.5,86,88,86,368,24975
5,Cuddalore,ponmani,alluvial,111,55.3,wet,94,4,182,9,119.61,47.15,67,2649,19.1,21.0,186.5,271.5,166.5,250.4,60.7,64.3,19.1,34,16.7,31,16.3,32.0,16.4,32.8,5,9,7,10,SW,W,NNE,WSW,75.1,83,87,83,415,27839
3,Kallakurichi,delux ponni,clay,69,34.1,wet,55,3,109,5,69.72,28.98,41,1618,18.8,21.2,185.9,272.2,165.9,251.1,60.3,64.7,19.2,33,17.0,31,16.6,32.2,16.1,32.9,7,8,8,8,W,WNW,SE,S,80.0,89,85,84,246,16411
4,Sankarapuram,delux ponni,alluvial,98,48.9,dry,78,4,166,7,111.49,42.45,60,2354,18.5,21.5,186.1,271.9,166.4,250.6,60.5,64.5,20.2,33,17.8,30,17.6,33.6,16.4,33.6,10,9,10,10,SSE,W,SW,NW,71.3,89,84,83,335,25208
3,Panruti,CO_43,alluvial,80,38.7,dry,61,3,132,6,79.73,29.89,44,1915,19.5,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.4,34,18.2,34,16.7,32.2,16.5,31.2,8,8,9,9,NW,S,SE,SSE,66.2,85,86,85,300,16574
3,Panruti,delux ponni,alluvial,78,42.3,wet,67,3,139,7,87.58,35.04,48,2085,18.8,21.1,185.5,272.5,165.6,251.3,60.2,64.8,19.3,35,17.2,30,16.5,32.6,17.5,32.9,4,11,5,12,ENE,NE,NNE,W,80.6,90,87,81,232,20564
5,Sankarapuram,delux ponni,alluvial,119,57.6,dry,95,5,189,10,129.88,51.19,71,2880,18.4,21.6,186.1,271.9,166.3,250.6,60.5,64.5,19.7,33,16.9,30,17.0,33.2,16.2,33.8,8,10,9,11,SSE,W,NE,NW,74.5,85,86,84,425,30189
4,Kurinjipadi,delux ponni,clay,100,52.3,dry,83,4,156,8,116.65,40.2,62,2470,18.6,21.3,186.5,271.6,166.5,250.6,60.6,64.3,18.7,32,17.4,34,16.0,32.6,15.6,31.3,9,5,9,7,NW,S,SE,NNW,70.7,86,87,87,377,26718
5,Kallakurichi,delux ponni,clay,138,68.6,wet,111,5,218,11,148.46,56.77,83,3233,18.7,21.4,185.3,272.7,165.4,251.6,60.1,64.9,19.4,34,17.3,31,16.8,32.3,16.5,32.6,7,9,6,8,ENE,WNW,SE,S,84.7,94,83,82,502,34174
2,Kallakurichi,CO_43,alluvial,61,31.2,dry,50,2,100,5,62.43,25.35,39,1521,18.9,21.2,185.8,272.2,166.0,251.0,60.3,64.7,19.2,34,17.0,31,16.5,32.1,16.4,32.8,6,9,7,9,W,WNW,SE,W,79.6,89,85,83,229,14094
4,Kallakurichi,ponmani,clay,113,58.0,wet,90,5,172,9,123.98,46.37,71,2541,18.8,21.4,185.3,272.7,165.4,251.6,60.0,64.9,19.3,34,17.3,31,16.7,32.1,16.7,32.4,6,9,6,8,ENE,WNW,NNE,S,85.3,95,83,81,392,26517
5,Cuddalore,delux ponni,clay,110,55.9,wet,88,5,169,9,118.91,45.24,66,2627,19.3,20.7,187.0,270.9,166.9,250.1,60.9,64.1,18.4,33,15.8,31,15.3,31.5,15.7,32.6,4,9,8,11,NW,W,NE,WSW,73.1,79,91,86,359,27547
3,Panruti,delux ponni,alluvial,83,39.2,wet,59,3,136,6,87.91,37.53,47,1889,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.9,35,17.9,30,17.4,33.5,17.9,32.9,4,12,4,12,ENE,NE,NNE,W,84.8,96,84,79,262,19937
5,Kurinjipadi,CO_43,clay,122,61.0,wet,97,5,182,10,126.58,48.6,71,2914,19.2,20.7,187.1,271.0,166.9,250.1,60.9,64.1,18.8,33,17.7,34,16.1,32.7,15.8,31.1,9,5,9,7,E,S,SE,SSE,67.0,83,89,87,435,29852
5,Chinnasalem,CO_43,alluvial,124,62.6,wet,103,5,208,10,144.62,54.59,79,3033,18.2,21.8,185.6,272.5,165.9,251.2,60.2,64.8,18.6,32,16.2,32,15.6,33.0,15.7,32.3,6,9,6,11,E,NE,NNE,NNW,77.3,87,89,85,436,31032
3,Panruti,delux ponni,clay,61,32.0,wet,50,3,113,5,82.03,28.04,40,1598,18.5,21.5,185.5,272.4,165.9,251.2,60.3,64.7,20.1,34,17.8,30,17.4,33.6,17.2,33.1,7,11,8,11,SSE,NE,NNE,NW,75.8,92,84,81,214,16977
3,Chinnasalem,CO_43,clay,67,35.9,dry,55,3,123,6,76.07,31.11,43,1692,18.2,21.8,186.0,272.1,166.2,250.8,60.4,64.6,18.2,31,15.9,34,15.3,33.2,15.2,31.6,7,6,8,10,E,ENE,NE,NNW,74.8,82,91,87,273,16820
2,Chinnasalem,CO_43,clay,47,24.8,dry,39,2,81,4,55.21,21.03,30,1198,18.3,21.7,186.0,272.0,166.2,250.7,60.5,64.6,18.3,31,16.0,33,15.3,32.6,15.2,31.9,7,6,8,9,E,ENE,NE,NNW,76.3,83,90,87,190,11903
3,Cuddalore,CO_43,alluvial,90,43.1,wet,69,3,155,7,88.74,38.86,49,1894,19.5,20.5,186.9,271.1,166.8,250.2,60.9,64.1,18.8,34,16.3,31,15.9,31.4,16.7,33.0,4,11,6,11,SW,W,NNW,WSW,77.2,81,87,83,332,20327
3,Kurinjipadi,delux ponni,clay,73,39.1,wet,65,3,113,6,84.62,29.11,45,1827,19.1,21.0,185.9,272.0,166.1,250.9,60.4,64.6,19.4,34,17.6,32,16.7,32.2,16.4,32.1,8,7,8,7,W,S,NNE,W,76.3,91,84,83,280,18213
2,Kurinjipadi,delux ponni,clay,56,27.4,wet,45,2,99,5,59.36,23.63,37,1373,19.0,20.9,186.9,271.1,166.8,250.2,60.8,64.1,19.0,33,17.5,33,16.1,32.8,16.3,31.5,8,7,8,10,NW,S,NE,SSE,68.3,84,89,85,184,12766
3,Cuddalore,CO_43,clay,73,37.1,wet,63,3,124,6,81.38,32.54,47,1868,18.6,21.5,186.1,271.9,166.1,250.8,60.4,64.5,19.0,32,16.8,32,16.0,32.4,15.8,32.4,8,7,8,9,E,WNW,NE,S,76.1,85,87,85,257,17644
5,Chinnasalem,ponmani,clay,119,56.8,wet,98,5,192,10,127.76,50.42,72,2811,18.3,21.7,185.8,272.1,166.1,250.9,60.3,64.6,18.4,32,16.0,32,15.5,32.6,15.4,32.3,6,8,8,10,E,ENE,NE,NW,77.5,82,90,86,444,29513
5,Kurinjipadi,CO_43,clay,121,60.8,dry,92,5,177,9,125.5,46.4,68,2805,19.3,20.8,186.2,271.8,166.2,250.7,60.5,64.6,19.2,34,17.9,33,16.7,32.1,16.0,31.4,8,5,9,6,NW,WNW,SE,S,76.9,93,83,85,443,28367
2,Panruti,ponmani,alluvial,48,22.8,wet,36,2,77,4,56.28,20.93,32,1198,18.6,21.4,185.4,272.6,165.6,251.4,60.1,64.9,19.4,34,17.2,31,16.7,32.7,16.7,32.4,6,9,6,10,ENE,WNW,NNE,W,81.1,91,85,82,171,11807
3,Kurinjipadi,CO_43,alluvial,85,42.1,wet,62,3,137,7,89.75,35.55,49,1971,19.5,20.5,187.0,271.0,166.8,250.2,60.9,64.1,19.6,35,18.3,34,17.0,32.9,17.3,31.1,7,8,7,9,NW,S,NNE,W,68.0,90,85,83,307,20757
6,Panruti,CO_43,clay,138,69.4,wet,113,6,218,11,152.54,57.62,85,3319,18.9,21.1,185.7,272.1,165.8,251.2,60.4,64.7,19.8,35,18.0,31,17.3,33.0,17.4,32.2,6,11,6,11,ENE,NE,NNE,W,75.9,92,85,80,516,34942
4,Chinnasalem,CO_43,clay,89,44.2,wet,78,4,156,8,103.14,38.99,57,2360,19.0,21.1,186.7,271.2,166.7,250.3,60.8,64.3,18.7,33,16.1,31,15.6,31.9,15.9,32.6,5,9,8,10,SW,W,NNW,WSW,75.2,80,89,85,310,23220
4,Sankarapuram,delux ponni,clay,97,46.6,dry,79,4,152,8,101.0,39.44,58,2204,18.4,21.7,185.7,272.4,165.8,251.2,60.2,64.8,19.5,33,17.1,30,16.9,33.2,16.8,33.3,6,10,7,11,SSE,NE,NNW,NW,77.3,89,87,82,330,23106
3,Chinnasalem,CO_43,clay,73,40.3,wet,61,3,128,6,85.95,32.36,44,1829,18.1,21.9,185.8,272.2,166.2,250.8,60.3,64.7,18.0,31,15.5,34,15.0,33.1,15.1,31.4,5,6,7,10,E,ENE,NE,NNW,77.3,79,92,88,248,18040
5,Sankarapuram,ponmani,alluvial,136,66.6,dry,108,5,217,11,145.24,56.52,81,3159,18.7,21.2,186.6,271.5,166.6,250.3,60.7,64.3,20.0,33,16.8,29,17.3,33.0,16.4,34.5,7,11,9,11,SSE,W,SW,NW,73.7,84,85,83,507,33631
4,Kallakurichi,delux ponni,clay,101,50.7,dry,82,4,170,8,103.35,43.57,64,2269,18.4,21.5,185.8,272.4,166.0,251.1,60.2,64.7,18.7,32,16.5,32,16.1,32.3,15.6,32.4,7,8,8,9,W,WNW,NNW,WSW,80.7,86,86,86,324,23940
2,Sankarapuram,delux ponni,clay,61,29.7,dry,51,2,99,5,70.11,25.8,37,1542,18.2,21.8,185.9,272.2,166.1,250.9,60.3,64.7,20.4,32,17.3,28,17.8,33.8,16.5,34.7,10,12,10,12,SSE,W,SW,NW,73.4,89,84,82,230,13933
2,Sankarapuram,CO_43,alluvial,53,26.5,wet,42,2,90,4,55.85,23.87,31,1245,18.6,21.4,186.3,271.8,166.5,250.4,60.5,64.5,20.2,33,17.9,31,17.6,33.7,16.3,33.4,10,9,10,10,SSE,W,SE,SSE,69.7,89,84,83,191,11548
3,Sankarapuram,ponmani,alluvial,71,34.6,dry,58,3,120,6,73.36,30.94,43,1640,18.3,21.7,186.0,272.0,166.2,250.9,60.4,64.6,20.1,33,17.4,29,17.5,33.4,16.6,34.1,8,11,9,12,SSE,W,SW,NW,75.0,87,85,82,272,15620
2,Cuddalore,CO_43,clay,55,26.6,dry,44,2,93,4,55.46,22.44,33,1359,19.1,20.9,186.3,271.8,166.2,250.7,60.5,64.4,19.0,33,16.8,31,16.1,31.8,16.3,32.9,6,8,7,9,ENE,W,SW,S,77.5,86,86,84,219,12587
3,Kurinjipadi,CO_43,alluvial,69,36.8,wet,55,3,113,6,84.87,30.41,44,1721,18.6,21.4,185.4,272.6,165.6,251.4,60.1,64.9,19.9,34,17.4,30,17.3,33.4,17.2,33.3,6,11,6,11,ENE,NE,NNE,W,79.7,94,85,81,279,18508
3,Cuddalore,delux ponni,clay,85,42.6,wet,73,3,135,7,97.11,36.55,51,1979,19.5,20.6,186.7,271.4,166.6,250.4,60.8,64.3,19.1,35,16.9,30,16.2,31.4,17.3,32.8,4,11,6,11,SW,NE,NNW,W,75.2,85,86,81,296,20561
3,Kallakurichi,delux ponni,clay,74,38.8,wet,60,3,130,7,88.82,31.08,48,1633,18.1,21.8,185.4,272.6,165.7,251.4,60.1,64.9,18.1,31,15.7,34,15.2,32.4,15.1,31.6,7,6,8,7,E,ENE,NE,S,83.9,86,89,87,244,18818
4,Chinnasalem,ponmani,clay,113,57.5,wet,90,5,186,9,124.44,47.97,69,2735,19.1,20.9,186.7,271.4,166.5,250.4,60.7,64.3,18.9,33,17.0,33,16.0,32.2,15.9,31.6,7,6,9,8,NW,S,SE,SSE,72.4,83,87,85,452,27200
4,Chinnasalem,ponmani,clay,91,49.9,dry,77,4,164,8,109.83,43.64,56,2216,18.3,21.7,185.5,272.4,165.7,251.2,60.2,64.8,18.5,33,16.1,33,15.5,33.2,16.5,32.1,4,9,5,11,ENE,ENE,NNE,NNW,78.1,87,91,84,347,22142
4,Chinnasalem,ponmani,clay,101,52.5,wet,83,4,170,8,122.47,47.22,62,2552,18.4,21.6,186.4,271.5,166.6,250.4,60.6,64.3,18.3,31,15.7,33,15.2,33.1,15.3,32.1,6,8,9,11,E,ENE,NE,NNW,71.8,80,91,87,378,26205
3,Panruti,ponmani,alluvial,79,39.9,dry,65,3,136,7,99.22,34.41,52,2007,18.3,21.7,185.3,272.7,165.5,251.5,60.1,64.9,19.7,34,17.2,30,17.2,33.5,17.1,33.0,6,11,6,11,ENE,NE,NNE,NW,82.0,94,85,81,305,20972
3,Panruti,delux ponni,clay,77,42.9,dry,69,3,133,7,103.53,34.77,51,2120,18.8,21.2,185.3,272.6,165.4,251.6,60.1,64.9,19.8,35,17.9,31,17.1,33.2,17.6,32.3,5,11,5,11,ENE,NE,NNE,W,82.4,95,83,80,292,21278
4,Panruti,delux ponni,clay,102,52.6,wet,76,4,140,8,97.73,37.67,58,2282,19.1,21.1,185.7,272.2,165.9,251.1,60.3,64.7,19.3,34,17.2,31,16.7,32.2,17.1,32.7,5,11,6,10,ENE,W,NNE,W,80.0,91,85,82,296,25148
3,Sankarapuram,CO_43,clay,78,39.4,dry,63,3,128,6,83.55,32.11,48,1970,18.5,21.5,185.9,272.1,166.1,250.9,60.3,64.7,19.8,33,17.1,30,17.2,33.0,16.4,33.8,8,10,9,11,SSE,W,SW,NW,76.5,88,85,83,271,19203
4,Cuddalore,delux ponni,alluvial,90,44.9,dry,73,4,136,7,92.25,35.87,54,2048,19.5,20.5,187.1,270.9,166.9,250.1,60.9,64.1,19.0,34,17.0,32,16.1,31.7,16.2,32.3,6,8,8,9,NW,W,NNW,WSW,70.8,82,87,85,317,20801
2,Panruti,CO_43,alluvial,62,29.9,wet,49,2,104,5,63.84,25.99,35,1449,19.0,20.9,186.2,271.8,166.3,250.8,60.6,64.4,19.3,34,17.1,31,16.6,32.2,16.9,32.8,5,10,6,11,ENE,NE,NNW,W,77.3,86,87,82,233,15787
4,Cuddalore,delux ponni,clay,108,53.7,dry,84,4,173,8,110.3,44.18,64,2452,18.9,21.2,185.5,272.6,165.5,251.5,60.1,64.9,19.0,34,17.0,32,16.2,32.1,16.6,32.2,5,10,6,9,W,NE,NNW,W,83.5,93,84,83,321,25311
6,Cuddalore,CO_43,clay,141,70.2,wet,113,6,223,11,151.23,58.69,85,3395,19.4,20.6,187.1,270.9,166.9,250.1,60.9,64.1,19.0,34,16.8,31,16.1,31.6,16.1,32.7,5,9,8,10,SW,W,NNW,WSW,71.7,80,87,85,538,35809
4,Cuddalore,delux ponni,clay,94,45.8,dry,77,4,148,8,101.76,38.82,56,2172,18.3,21.7,186.1,271.8,166.3,250.7,60.5,64.5,19.0,32,16.2,30,16.1,33.0,15.7,33.6,7,10,9,11,E,W,NNW,NW,74.3,81,89,85,309,23064
4,Chinnasalem,ponmani,clay,92,53.2,dry,81,4,164,9,124.15,40.68,59,2447,18.2,21.7,185.6,272.4,165.9,251.1,60.3,64.8,18.9,32,16.3,32,15.8,33.4,16.1,32.4,6,9,7,11,E,ENE,SW,NNW,75.6,89,90,84,355,26473
2,Kurinjipadi,ponmani,clay,46,24.7,wet,35,2,69,4,45.42,17.36,26,1082,19.2,20.7,187.0,271.0,166.9,250.1,60.9,64.1,18.7,33,18.3,35,16.0,33.2,15.7,30.6,10,4,10,6,NW,S,SE,SSE,65.7,86,89,87,176,10967
3,Sankarapuram,delux ponni,clay,72,38.7,wet,59,3,137,6,81.62,32.59,45,1766,18.6,21.3,186.3,271.9,166.4,250.5,60.6,64.4,19.8,33,17.7,32,17.1,33.4,15.9,32.6,10,7,10,8,NW,S,SE,SSE,70.9,88,84,85,222,16654
2,Cuddalore,delux ponni,clay,57,30.6,dry,44,2,80,5,60.69,20.88,35,1390,19.1,21.0,186.1,272.2,166.2,250.8,60.4,64.6,19.2,34,17.0,30,16.6,32.0,16.9,33.0,5,10,6,10,SW,W,SW,WSW,77.6,90,86,82,202,13916
2,Sankarapuram,delux ponni,alluvial,49,24.4,wet,39,2,84,4,52.68,20.6,30,1207,18.5,21.6,186.1,272.0,166.3,250.8,60.4,64.6,20.2,33,17.7,29,17.7,33.7,16.7,34.3,9,11,9,12,SSE,W,SW,NW,72.6,89,84,82,154,11282
4,Kurinjipadi,CO_43,alluvial,92,43.3,dry,68,3,149,7,91.3,39.97,55,2304,19.1,20.9,186.8,271.4,166.7,250.2,60.8,64.2,19.5,33,17.1,31,16.8,32.7,16.3,33.3,7,9,9,11,SSE,W,NNW,SSE,71.3,83,86,84,321,20421
3,Panruti,delux ponni,clay,69,35.5,dry,50,3,112,5,74.79,29.02,42,1733,18.3,21.7,185.3,272.6,165.5,251.5,60.1,64.9,20.3,34,17.7,29,17.7,33.8,17.6,34.2,7,12,7,12,SSE,NE,NNE,W,78.8,94,84,80,223,17308
2,Cuddalore,ponmani,clay,61,30.0,dry,54,2,105,5,65.45,24.24,40,1546,18.8,21.1,186.3,271.7,166.4,250.7,60.5,64.4,19.0,33,16.6,30,16.4,31.7,16.2,33.3,6,10,8,10,SW,W,NNW,WSW,78.0,83,86,84,213,13994
3,Chinnasalem,ponmani,clay,90,44.6,wet,64,4,137,7,94.96,35.44,59,1879,19.0,21.0,186.8,271.3,166.7,250.3,60.8,64.2,18.6,32,16.8,34,15.7,32.7,15.7,31.1,8,6,9,8,E,ENE,NE,NNW,69.5,82,90,87,319,20042
2,Cuddalore,ponmani,clay,54,30.0,dry,47,2,99,5,61.17,24.02,33,1525,19.2,20.9,186.3,271.8,166.2,250.9,60.5,64.5,19.4,34,17.7,32,16.7,32.6,17.0,32.2,6,9,7,10,NW,S,SE,W,74.7,90,86,83,235,14143
3,Cuddalore,delux ponni,clay,67,33.1,wet,51,2,105,6,71.96,27.91,40,1615,19.2,20.8,186.7,271.3,166.7,250.3,60.7,64.3,19.0,33,16.7,31,16.3,31.8,16.2,32.7,5,9,8,9,SW,W,SE,WSW,74.3,82,86,84,214,17197
2,Sankarapuram,ponmani,clay,56,27.9,dry,43,2,86,5,67.08,21.56,33,1234,18.2,21.8,185.6,272.4,166.0,251.1,60.2,64.8,19.5,32,16.7,31,17.0,33.6,16.4,33.1,7,10,8,11,E,ENE,SW,NW,77.0,90,87,83,206,14516
3,Sankarapuram,delux ponni,clay,68,32.8,wet,58,3,123,6,76.41,29.03,43,1712,19.3,20.8,187.0,271.0,166.9,250.2,60.9,64.1,19.3,33,17.0,31,16.3,32.2,16.3,32.7,7,9,9,10,SW,W,NNW,WSW,70.1,81,87,85,208,17039
3,Kurinjipadi,ponmani,clay,76,38.6,dry,60,3,119,6,86.62,30.05,47,1880,19.4,20.5,187.1,270.9,166.9,250.1,60.9,64.1,19.6,33,18.2,34,16.8,32.8,16.3,31.1,10,5,10,7,NW,S,SE,SSE,66.0,87,86,86,278,19306
5,Kallakurichi,ponmani,alluvial,113,58.4,dry,89,4,185,9,123.1,47.06,67,2720,18.7,21.1,186.4,271.7,166.4,250.5,60.6,64.3,18.8,32,16.2,31,15.9,32.5,15.9,33.0,6,9,8,10,SW,ENE,NNW,NNW,75.5,83,89,85,425,28432
4,Sankarapuram,ponmani,clay,108,53.6,wet,85,4,173,9,125.51,45.14,66,2494,18.3,21.8,185.7,272.3,166.1,250.9,60.3,64.7,20.0,33,16.9,29,17.2,33.5,16.5,33.9,8,11,9,12,SSE,W,SW,NW,74.1,88,87,82,374,27348
4,Kurinjipadi,CO_43,alluvial,102,49.8,dry,82,4,159,8,106.29,43.31,62,2237,19.0,21.0,186.0,272.0,166.0,251.0,60.4,64.7,19.5,34,17.9,33,16.7,32.7,16.8,31.8,7,8,7,9,ENE,S,NNE,W,75.4,91,85,83,345,23695
2,Sankarapuram,CO_43,clay,41,21.1,dry,33,2,65,4,43.63,16.61,26,924,18.8,21.1,186.7,271.3,166.8,250.3,60.8,64.2,19.7,32,17.6,33,17.0,33.4,16.0,32.1,9,8,10,10,SSE,W,SE,SSE,69.8,86,87,86,147,9755
4,Chinnasalem,CO_43,clay,92,42.4,wet,80,4,156,8,103.6,39.69,60,2384,18.1,21.9,185.3,272.7,165.7,251.4,60.0,65.0,18.1,31,15.6,34,15.1,33.2,15.0,31.8,7,6,8,10,E,ENE,NE,NNW,83.3,84,91,88,408,22101
3,Kurinjipadi,ponmani,clay,91,43.5,dry,67,3,137,7,92.47,36.16,55,2047,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.3,34,18.3,35,16.7,32.5,16.2,30.7,10,4,10,6,NW,S,SE,SSE,65.3,85,86,87,332,20196
4,Kallakurichi,ponmani,clay,108,51.3,wet,84,4,164,8,106.6,42.28,62,2509,18.8,21.2,185.8,272.2,165.8,251.2,60.2,64.7,19.3,33,17.3,32,16.5,32.3,16.2,32.4,8,7,8,8,W,WNW,SW,SSE,79.7,90,85,84,390,25737
4,Kurinjipadi,delux ponni,clay,98,47.5,wet,76,4,169,8,110.81,44.77,56,2364,18.2,21.8,185.8,272.2,166.2,250.8,60.3,64.7,20.0,32,16.7,30,17.3,33.8,15.8,34.2,9,11,9,11,E,NE,SW,NW,74.4,87,86,84,334,24710
4,Sankarapuram,CO_43,clay,88,41.9,dry,71,3,145,7,99.31,37.11,54,2077,18.2,21.8,185.8,272.3,166.1,250.9,60.3,64.7,19.8,32,16.6,30,17.1,33.7,15.8,34.1,9,11,9,11,E,W,SW,NW,74.6,87,87,84,319,21873
4,Chinnasalem,CO_43,clay,97,48.0,dry,80,4,163,8,107.4,42.02,57,2304,18.1,21.9,185.7,272.2,166.1,250.9,60.4,64.6,18.2,31,15.6,33,15.2,33.1,15.1,32.5,6,8,8,11,E,W,NE,NNW,77.4,80,91,87,383,24879
3,Panruti,CO_43,clay,76,38.9,wet,62,3,114,7,81.62,30.15,49,1830,18.9,21.2,185.7,272.3,165.8,251.2,60.3,64.7,19.3,34,17.3,31,16.8,32.3,17.1,32.8,5,10,6,11,ENE,NE,NNE,W,78.9,90,85,82,246,18420
3,Kurinjipadi,CO_43,alluvial,68,36.1,dry,52,3,107,6,78.11,26.61,41,1669,18.7,21.3,186.2,271.9,166.3,250.8,60.5,64.5,18.8,33,17.7,34,16.3,33.2,16.3,31.2,8,7,8,9,E,S,SE,W,71.6,89,87,85,236,17656
5,Chinnasalem,CO_43,clay,110,53.7,wet,93,4,183,9,124.29,48.39,67,2796,18.5,21.6,186.1,271.8,166.3,250.6,60.5,64.5,18.6,32,16.2,32,15.7,32.3,15.7,32.5,6,8,7,10,ENE,W,NNW,NNW,75.7,82,89,86,424,28897
5,Chinnasalem,CO_43,alluvial,124,60.3,wet,101,5,201,10,127.25,53.85,74,2931,18.4,21.6,185.6,272.3,165.9,251.1,60.2,64.7,18.6,33,16.4,32,15.8,32.3,15.9,32.6,5,9,7,10,ENE,W,NE,NW,78.4,84,89,84,443,28588
6,Cuddalore,ponmani,alluvial,141,70.6,wet,112,6,223,11,151.61,58.23,84,3312,19.2,20.8,186.7,271.3,166.6,250.4,60.8,64.2,18.5,33,16.1,32,15.7,31.7,15.8,32.5,5,8,8,10,SW,W,NNW,WSW,75.6,81,89,85,543,35722
4,Panruti,CO_43,clay,90,46.5,dry,71,4,135,7,93.58,36.36,52,2205,19.1,20.9,186.4,271.7,166.4,250.6,60.6,64.4,19.4,34,17.8,32,16.8,32.6,16.7,32.0,7,7,8,8,NW,S,SE,W,73.2,89,85,84,340,21378
4,Panruti,ponmani,clay,98,50.3,dry,79,4,171,8,108.63,43.2,59,2288,18.8,21.2,185.7,272.2,165.9,251.0,60.3,64.7,19.8,34,17.2,30,17.1,32.8,17.1,33.4,5,11,7,12,SW,NE,NNE,W,78.5,90,86,81,394,24166
3,Kallakurichi,CO_43,clay,77,40.3,wet,60,3,125,7,87.0,33.44,49,1800,19.3,20.7,186.7,271.4,166.7,250.3,60.7,64.2,19.1,33,17.2,32,16.4,31.8,16.1,32.1,7,7,8,7,W,W,SE,SSE,73.5,85,85,84,298,19255
3,Kurinjipadi,CO_43,alluvial,82,37.6,dry,58,3,144,6,84.41,32.8,45,1896,19.5,20.4,187.1,270.9,166.9,250.1,60.9,64.0,19.6,34,18.3,34,16.9,33.0,16.6,30.9,10,6,9,8,NW,S,SE,SSE,65.9,87,86,85,267,19393
3,Kurinjipadi,ponmani,alluvial,69,33.8,wet,57,3,107,5,74.75,27.93,43,1675,19.4,20.6,186.9,271.0,166.9,250.2,60.9,64.1,19.5,34,18.2,34,16.9,32.4,16.3,30.9,10,5,9,7,NW,S,SE,SSE,67.0,86,85,85,240,17412
4,Sankarapuram,ponmani,clay,99,46.9,wet,80,4,160,8,104.24,42.64,55,2314,18.4,21.6,186.2,271.8,166.3,250.7,60.4,64.5,19.5,32,16.7,31,16.7,33.4,15.9,33.4,9,10,9,11,SSE,W,SW,NNW,73.6,85,88,85,370,24210
